classe,numero,incidente_id,descricao,andamento_data,andamento_nome,destinatarios,url
HC,180284,5840071,liberdade secret TJ Bahia,19/02/2020,Conclusos ao(à) Relator(a),imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5840071
MS,36881,5840166,MS da MP 914 escolha reitores,27/03/2020,"Baixa ao arquivo do STF, Guia nº",imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5840166
ADI,6299,5840373,ADI Podemos Cidadania juiz garantias,17/03/2020,Remessa,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5840373
HC,180229,5839765,HC Calvário Márcio Nogueira Vignoli,11/03/2020,"Baixa ao arquivo do STF, Guia nº",imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5839765
HC,180261,5839928,HC Calvário José Arthur Viana Teixeira pede liberdade,10/03/2020,"Baixa ao arquivo do STF, Guia nº",imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5839928
HC,180269,5839963,HC Calvário Coriolano Coutinho,10/03/2020,"Baixa ao arquivo do STF, Guia nº",imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5839963
HC,180272,5840005,HC Calvário Valdemar Abdalla,31/03/2020,"Baixa ao arquivo do STF, Guia nº",imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5840005
HC,180275,5840026,HC Calvário Vladimir dos Santos Neiva,02/04/2020,"Baixa ao arquivo do STF, Guia nº",imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5840026
HC,180283,5840069,HC Calvário Waldson Dias de Souza,15/04/2020,Extinto o processo,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5840069
HC,180316,5840203,HC Calvário Bruno Caldas,04/03/2020,"Baixa ao arquivo do STF, Guia nº",imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5840203
ADI,6254,5814691,Anadep reforma previdência,09/04/2020,Petição,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5814691
ADI,6255,5814692,AMB ANPR ANPT Conamp ref previdencia,02/04/2020,Petição,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5814692
ADI,6256,5814703,AMB ANPR ANPT Conamp ref previdencia,02/04/2020,Petição,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5814703
ADI,6258,5814708,Ajufe reforma previdência,02/04/2020,Petição,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5814708
ADI,6300,5840552,PSL juiz de garantias,17/03/2020,Remessa,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5840552
ADI,6271,5822257,Reforma Previdência Anfip,15/04/2020,Petição,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5822257
HC,180360,5840505,operação Paraíba LNL,18/02/2020,"Baixa ao arquivo do STF, Guia nº",imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5840505
ACO,3328,5834934,Estados pedindo FNSP,06/04/2020,Intimado eletronicamente,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5834934
Rcl,38782,5841915,Netflix porta dos fundos,06/04/2020,Petição,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5841915
ADPF,643,5840807,PSD substitui juíza Selma,25/03/2020,Conclusos ao(à) Relator(a),imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5840807
ADPF,644,5841458,Governo Mt substitui juíza selma,24/03/2020,Conclusos ao(à) Relator(a),imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5841458
HC,180497,5841809,Marcelo miranda,03/03/2020,"Baixa ao arquivo do STF, Guia nº",imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5841809
HC,180340,5840353,Hc calvário Denise Pahim,11/03/2020,"Baixa ao arquivo do STF, Guia nº",imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5840353
HC,180397,5840731,Hc calvário Gilberto gama,10/03/2020,"Baixa ao arquivo do STF, Guia nº",imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5840731
ADPF,645,5842611,Podemos contra cheque especial,15/04/2020,Expedido(a),imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5842611
Pet,8637,5831477,decisões cautelares wilson santiago,15/04/2020,"Publicação, DJE",imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5831477
ADI,6304,5843708,Abracrim contra o pacote anticrime,16/04/2020,Despacho,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5843708
ADI,6305,5844852,Conamp contra juiz de garantias e pacote anticrime,17/03/2020,Conclusos ao(à) Relator(a),imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5844852
AP,1030,5491240,progressão Geddel,16/04/2020,Conclusos ao(à) Relator(a),imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5491240
RE,1251649,5836569,Petrobras processo trabalhista bilionário,07/01/2020,Conclusos ao(à) Relator(a),imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5836569
ADI,6306,5846950,PGR contra MP Programa Verde Amarelo,15/04/2020,Conclusos ao(à) Relator(a),imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5846950
ADI,6295,5839463,OAB contra MP 907 sobre o fim da cobrança de direitos autorais em hoteis,18/03/2020,Vista à PGR,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5839463
ADI,6307,5847164,Ecad contra MP 907 sobre o fim da cobrança de direitos autorais em hoteis,18/03/2020,Vista à PGR,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5847164
Pet,8482,5807542,delação Cabral?,14/04/2020,Determinada a diligência,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5807542
Pet,8480,5807359,delação Cabral?,06/04/2020,Conclusos ao(à) Relator(a),imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5807359
Pet,8507,5815677,delação Fachin?,15/04/2020,Juntada,processosglobobsa@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5815677
SL,1294,5848943,Defensoria pede derrubar Fux juiz garantias,31/01/2020,Conclusos à Presidência,processosglobobsa@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5848943
ADI,6310,5849249,Ajufe juízes nas redes sociais,06/02/2020,Apensado ao Processo nº,processosglobobsa@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5849249
HC,180985,5849991,Lula suspender AP instituto Lula,31/03/2020,Conclusos ao(à) Relator(a),processosglobobsa@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5849991
ADI,6313,5850442,Anfavea contra resolução Contran placas mercosul,13/04/2020,Vista à PGR,processosglobobsa@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5850442
ADPF,568,5650140,"Lava Jato acordo 2,6 bi Petrobras",14/04/2020,Conclusos ao(à) Relator(a),processosglobobsa@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5650140
MS,36932,5851578,MS acesso CPI fake news a dados Facebook,06/04/2020,Conclusos ao(à) Relator(a),processosglobobsa@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5851578
ACO,3352,5855873,transferência Marcola e outros do DF,13/04/2020,Conclusos ao(à) Relator(a),processosglobobsa@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5855873
Pet,7157,5230187,delação Marcos Valério,05/02/2020,Petição,processosglobobsa@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5230187
ADC,69,5862852,LRF minas,16/04/2020,Petição,processosglobobsa@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5862852
Pet,8717,5866748,Gleisi contra Zambelli,23/03/2020,Vista à PGR,processosglobobsa@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5866748
Pet,8718,5866749,Gleisi contra Bia Kicis,03/03/2020,Conclusos ao(à) Relator(a),processosglobobsa@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5866749
ADPF,656,5866860,Rede portaria MAPA agrotóxico,03/04/2020,"Ata de Julgamento Publicada, DJE",imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5866860
ACO,3329,5835424,transferência Fundo Segurança Pública,16/04/2020,Petição,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5835424
ADPF,655,5866781,Fenafisco contra tributação pobres,06/04/2020,Petição,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5866781
Pet,8727,5869901,Garotinho quer suspender inelegibilidade,23/03/2020,Conclusos ao(à) Relator(a),imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5869901
Pet,8724,5868572,Guedes parasitas,05/03/2020,Conclusos ao(à) Relator(a),imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5868572
Inq,4815,5872822,Inq delação Cabral,11/03/2020,Conclusos ao(à) Relator(a),imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5872822
Inq,4816,5872857,Inq delação Cabral,16/04/2020,Decisão (segredo de justiça),imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5872857
Inq,4817,5872865,Inq delação Cabral,11/03/2020,Conclusos ao(à) Relator(a),imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5872865
Inq,4818,5872872,Inq delação Cabral,16/04/2020,Decisão (segredo de justiça),imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5872872
Inq,4819,5872883,Inq delação Cabral,11/03/2020,Conclusos ao(à) Relator(a),imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5872883
Inq,4820,5872886,Inq delação Cabral,11/03/2020,Conclusos ao(à) Relator(a),imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5872886
Inq,4821,5872892,Inq delação Cabral,11/03/2020,Conclusos ao(à) Relator(a),imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5872892
Inq,4822,5872988,Inq delação Cabral,11/03/2020,Conclusos ao(à) Relator(a),imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5872988
Inq,4823,5873006,Inq delação Cabral,11/03/2020,Conclusos ao(à) Relator(a),imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5873006
Inq,4824,5873018,Inq delação Cabral,11/03/2020,Conclusos ao(à) Relator(a),imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5873018
Inq,4825,5873023,Inq delação Cabral,11/03/2020,Conclusos ao(à) Relator(a),imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5873023
Inq,4826,5873029,Inq delação Cabral,11/03/2020,Conclusos ao(à) Relator(a),imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5873029
ACO,3359,5874086,Estados bolsa família,15/04/2020,Petição,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5874086
ADI,5715,5203351,PT pede suspensão teto saúde corona,26/03/2020,Juntada do mandado de intimação devidamente cumprido - AGU,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5203351
ADPF,347,4783560,IDDD pede solturas presos corona,14/04/2020,"Publicação, DJE",imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=4783560
MS,36997,5875679,Podemos pede suspensão de voos coronavírus,07/04/2020,Juntada de AR,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5875679
ADI,6334,5877662,Telecomunicações,16/04/2020,Conclusos ao(à) Relator(a),imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5877662
ADI,6336,5877943,Anamatra contra reforma da Previdencia,03/04/2020,Expedido(a),imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5877943
ACO,3364,5880100,GDF ponto facultativo servidores federais março,06/04/2020,Intimado eletronicamente,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/abaAndamentos.asp?incidente=5880100
ADI,6342,5880968,PDT contra 12 artigos da MP 927 trabalhista corona,15/04/2020,Petição,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5880968
ADI,6343,5881008,Rede contra MP 926 de restrição transporte e pessoas,16/04/2020,Incluído no calendário de julgamento pelo Presidente,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5881008
HC,143641,5183497,Liberação de gravidas e mães; Lewas pediu dados corona,16/04/2020,Petição,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5183497
ACO,3365,5880757,Bahia pede suspensao dividas Uniao corona,14/04/2020,Intimação eletrônica disponibilizada,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5880757
ACO,3363,5880014,SP pede suspensao dividas Uniao corona,15/04/2020,Indeferido,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5880014
ADPF,662,5880970,AGU contra aumento BPC,15/04/2020,Interposto agravo regimental,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5880970
ADPF,663,5881118,AGU pede suspensao caducar MP por 30 dias,16/04/2020,Deferido,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5881118
ACO,3366,5881089,Maranhao pede suspensao divida uniao Corona,15/04/2020,"Publicação, DJE",imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5881089
ADI,6341,5880765,PDT contra MP 926 de restricao transporte,16/04/2020,"Publicação, DJE",imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5880765
ADI,6344,5881143,Rede contra artigos da MP 927 trabalhista corona,15/04/2020,Petição,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5881143
ADI,6345,5881168,Anadep pacote anticrime,24/03/2020,Conclusos ao(à) Relator(a),imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5881168
ADI,6346,5881206,Confederacao metalurgicos MP 927 trabalhista,16/04/2020,Juntada,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5881206
ACO,3367,5881594,Paraná pede suspensao divida Corona,15/04/2020,Indeferido,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5881594
ADI,6347,5881595,"Rede contra MP 928, LAI",16/04/2020,Expedido(a),imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5881595
ADI,6348,5881596,PSB contra MP 927 trabalhista,16/04/2020,Vista à PGR,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5881596
ADI,6351,5881853,"OAB contra MP 928, LAI",16/04/2020,Juntada do mandado cumprido,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5881853
Pet,8743,5881660,Municipio Rj suspender dividas corona,14/04/2020,Manifestação da PGR,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5881660
Pet,8744,5881922,Dep Reginaldo Lopes noticia-crime Bolso crime sanitario,16/04/2020,Vista à PGR,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5881922
ADI,6352,5881916,Solidariedade contra MP 927 trabalhista,15/04/2020,Petição,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5881916
ACO,3368,5882113,Paraiba pede suspensão dívida corona,15/04/2020,Conclusos ao(à) Relator(a),imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5882113
ACO,3369,5882452,Pernambuco pede suspensao divida corona,15/04/2020,Conclusos ao(à) Relator(a),imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5882452
ACO,3370,5882780,Santa Catarina pede suspensao divida corona,14/04/2020,Conclusos ao(à) Relator(a),imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5882780
ADI,6353,5882447,PSB contra a MP 928 LAI,15/04/2020,Petição,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5882447
ADI,6354,5882545,CNTI contra MP 927 trabalhista,15/04/2020,Petição,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5882545
ADPF,665,5882713,CNT contra 927 - suspender decretos de gov e prefeitos,16/04/2020,Indeferido,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5882713
ADPF,666,5882896,Locadoras contra decretos atividade essencial,15/04/2020,Vista à PGR para fins de intimação,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5882896
ADI,6357,5883343,AGU pede suspender LRF e LDO,15/04/2020,Expedido(a),imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5883343
ACO,3372,5883177,AC suspensao dividas corona,16/04/2020,Conclusos ao(à) Relator(a),imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5883177
ACO,3373,5883707,PA pede suspensão da dívida,14/04/2020,Juntada do mandado cumprido,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5883707
ACO,3374,5883931,AL pede suspensao da divida,14/04/2020,Juntada do mandado cumprido,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5883931
ACO,3371,5883176,MS suspensao dividas corona,14/04/2020,Intimação eletrônica disponibilizada,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5883176
ADI,6358,5883573,confederação servidores públicos contra lei que permite militares no serviço vivo,27/03/2020,Conclusos ao(à) Relator(a),imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5883573
ADO,56,5883259,Rede quer providências sobre renda mínima,16/04/2020,Incluído no calendário de julgamento pelo Presidente,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5883259
ADPF,668,5884082,Metalúrgicos contra campanha coronavírus,16/04/2020,Juntada,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5884082
ADPF,669,5884084,Rede contra propaganda coronavírus,13/04/2020,Petição,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5884084
ACO,3375,5884108,ES quer suspensão de dívidas,15/04/2020,Petição,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5884108
ADI,6359,5884990,PP quer prorrogar prazos eleitorais,07/04/2020,"Publicação, DJE",imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5884990
ADPF,671,5884983,PSOL quer que SUS controle todos os leitos de UTI,13/04/2020,Interposto agravo regimental,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5884983
Pet,8755,5885100,NCrime passeio Bolsonaro DF,13/04/2020,Petição,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5885100
Pet,8756,5885184,Omissão Aras contra Bolsonaro corona,15/04/2020,"Publicação, DJE",imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5885184
ADPF,672,5885755,OAB obriga Bolso a seguir OMS,15/04/2020,"Publicação, DJE",imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5885755
ADO,57,5885787,Seguranças querem máscaras e alcool corona,14/04/2020,Petição,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5885787
Pet,8759,5885781,Notícia crime oposição Bolsonaro corona,15/04/2020,Determinado arquivamento,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5885781
Pet,8746,5882132,Adv pede prisão de Bolsonaro,15/04/2020,Determinado arquivamento,imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5882132
ADI,6361,5886033,Unacon contra reforma da previdência,13/04/2020,Expedido(a),imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5886033
ACO,3377,5886115,Rondônia suspensão dívida,16/04/2020,Conclusos ao(à) Relator(a),imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5886115
ADI,6363,5886604,Rede contra MP 936,16/04/2020,Conclusos ao(à) Relator(a),imcamilafranco@gmail.com,http://portal.stf.jus.br/processos/detalhe.asp?incidente=5886604
